pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance
2923,543760,"Semien, Marcus",2923,100,0.265,0.273,0.276,0.538,0.368,0.336,0.249,173,652,89.7,20.4,2241,88.8,88.6,284,1318,1605,-0.2,6.27,106,154,119,146,300,325,292
2817,543257,"Grossman, Robbie",2817,100,0.239,0.176,0.286,0.415,0.337,0.334,0.234,133,557,87.3,20.5,2195,89,88.95,234,1081,1736,0,6.28,114,158,118,150,296,324,295
2791,641487,"Crawford, J.P.",2791,100,0.273,0.103,0.32,0.376,0.314,0.298,0.257,169,619,85.6,9.5,2201,89.1,89.01,191,1235,1555,-0.1,6.24,116,151,109,151,286,317,297
2775,571745,"Haniger, Mitch",2775,100,0.253,0.232,0.281,0.485,0.34,0.353,0.262,157,620,89.3,14.8,2207,88.2,88.2,385,1293,1481,0,6.28,107,152,121,145,301,323,292
2774,621566,"Olson, Matt",2774,100,0.271,0.269,0.269,0.54,0.379,0.378,0.264,153,565,91.5,16,2227,88.4,88.32,300,1305,1469,-0.1,6.29,116,168,127,150,300,328,301
2751,502671,"Goldschmidt, Paul",2751,100,0.294,0.221,0.331,0.514,0.373,0.397,0.293,177,603,92.6,17.1,2281,88.9,88.89,302,1215,1536,0,6.29,107,152,121,147,308,326,299
2706,467793,"Santana, Carlos",2706,100,0.214,0.127,0.227,0.342,0.294,0.335,0.244,121,565,89.9,12.9,2171,88.6,88.61,261,1174,1532,0,6.2,113,162,127,150,302,328,304
2691,663993,"Lowe, Nathaniel",2691,100,0.264,0.151,0.339,0.415,0.337,0.323,0.236,147,557,90.8,5,2212,89.5,89.33,283,1202,1489,-0.2,6.25,116,158,124,152,295,328,305
2688,518692,"Freeman, Freddie",2688,100,0.3,0.203,0.321,0.503,0.379,0.416,0.32,180,600,91.4,12,2199,89.5,89.64,289,1375,1313,0.1,6.35,117,162,135,150,301,327,306
2675,656305,"Chapman, Matt",2675,100,0.21,0.193,0.272,0.403,0.311,0.321,0.209,111,529,89.7,18.6,2238,89.3,89.08,391,1194,1481,-0.2,6.32,108,152,121,147,304,325,295
2675,608070,"Ramirez, Jose",2675,100,0.266,0.272,0.256,0.538,0.372,0.376,0.283,147,552,89.8,18.2,2161,88.4,88.15,171,1149,1526,-0.3,6.25,111,161,123,148,296,323,297
2660,518934,"LeMahieu, DJ",2660,100,0.268,0.094,0.301,0.362,0.315,0.34,0.283,160,597,90.6,5,2221,89.7,89.73,158,1100,1560,0,6.36,110,151,121,149,309,324,286
2654,592450,"Judge, Aaron",2654,100,0.287,0.256,0.332,0.544,0.387,0.418,0.308,158,550,95.8,11.6,2234,88.8,88.9,328,1128,1526,0.1,6.38,107,153,122,146,308,332,294
2653,664702,"Straw, Myles",2653,100,0.271,0.076,0.336,0.348,0.311,0.303,0.256,153,564,86.4,12,2231,89.3,88.93,145,1071,1582,-0.4,6.31,105,150,106,145,298,317,281
2643,663697,"India, Jonathan",2643,100,0.269,0.19,0.326,0.459,0.363,0.352,0.254,143,532,87.5,12.9,2244,88.3,88.38,259,1030,1613,0.1,6.3,107,151,116,145,299,321,291
2642,592192,"Canha, Mark",2642,100,0.231,0.156,0.274,0.387,0.333,0.332,0.231,120,519,87.3,13.5,2269,88.4,88.29,230,1071,1571,-0.1,6.33,108,153,120,147,301,324,293
2612,669242,"Edman, Tommy",2612,100,0.262,0.125,0.291,0.387,0.301,0.316,0.274,168,641,87,9,2232,89.2,89.3,185,1239,1373,0.1,6.3,114,151,110,150,295,320,299
2612,608336,"Gallo, Joey",2612,100,0.199,0.259,0.246,0.458,0.348,0.354,0.202,99,498,89.8,20.7,2198,89,88.89,410,1056,1556,-0.1,6.28,116,175,132,152,305,333,304
2610,621043,"Correa, Carlos",2610,100,0.279,0.205,0.308,0.485,0.364,0.373,0.296,155,555,90.2,12.1,2204,88.8,88.74,230,1098,1512,-0.1,6.31,108,152,120,147,301,327,292
2609,666182,"Bichette, Bo",2609,100,0.298,0.186,0.339,0.484,0.354,0.355,0.291,191,640,91.4,7.3,2252,89.5,89.5,337,1508,1101,0,6.3,108,151,120,148,306,325,288
2608,593160,"Merrifield, Whit",2608,100,0.277,0.117,0.309,0.395,0.306,0.301,0.263,184,664,86.4,14,2256,89.1,88.97,236,1304,1304,-0.1,6.25,105,151,107,147,303,321,291
2608,645277,"Albies, Ozzie",2608,100,0.259,0.229,0.278,0.488,0.336,0.332,0.26,163,629,89.5,20.9,2204,88.6,88.67,369,1482,1126,0.1,6.34,113,154,120,148,299,324,299
2606,547989,"Abreu, Jose",2606,100,0.261,0.219,0.293,0.481,0.354,0.349,0.252,148,566,92,10.4,2248,89.1,89.22,349,1261,1345,0.1,6.29,106,151,120,146,303,327,296
2601,665742,"Soto, Juan",2601,100,0.313,0.221,0.332,0.534,0.42,0.429,0.305,157,502,93,5.8,2211,89.4,89.4,182,911,1690,0,6.32,114,154,128,151,301,326,307
2596,660162,"Moncada, Yoan",2596,100,0.263,0.148,0.35,0.412,0.347,0.353,0.261,137,520,90.1,11.3,2195,89.3,89.33,311,1106,1490,0,6.25,113,156,120,149,295,325,300
2595,663586,"Riley, Austin",2595,100,0.303,0.227,0.368,0.531,0.379,0.366,0.281,179,590,90.1,14.2,2249,89.2,89.37,368,1302,1293,0.2,6.39,106,152,119,146,309,327,296
2594,660271,"Ohtani, Shohei",2594,100,0.257,0.335,0.303,0.592,0.393,0.411,0.269,138,537,92.9,16.3,2198,88.2,87.51,416,1189,1405,-0.7,6.29,117,156,129,151,300,328,308
2588,656775,"Mullins, Cedric",2588,100,0.291,0.228,0.322,0.518,0.372,0.344,0.272,175,602,88.2,13.7,2223,89,89.01,244,1197,1391,0,6.4,109,149,101,150,289,321,298
2588,570731,"Schoop, Jonathan",2588,100,0.278,0.157,0.317,0.435,0.324,0.311,0.258,173,623,88.1,10.7,2221,88.9,88.89,335,1358,1230,0,6.29,108,153,122,147,301,326,293
2578,621020,"Swanson, Dansby",2578,100,0.248,0.201,0.297,0.449,0.322,0.332,0.251,146,588,89,14.1,2246,88.4,88.63,377,1240,1338,0.2,6.38,106,152,116,146,307,324,291
2554,572122,"Seager, Kyle",2554,100,0.212,0.226,0.226,0.438,0.308,0.319,0.221,128,603,88.7,19,2198,87.5,87.45,375,1266,1288,-0.1,6.25,115,166,123,151,294,323,299
2547,600869,"Candelario, Jeimer",2547,100,0.271,0.172,0.333,0.443,0.344,0.356,0.278,151,557,88.6,12.5,2186,88.4,88.4,284,1212,1335,0,6.28,113,159,119,151,295,325,296
2530,666185,"Carlson, Dylan",2530,100,0.266,0.172,0.332,0.437,0.336,0.322,0.247,144,542,87.8,14.5,2222,88.4,88.43,317,1138,1392,0,6.27,114,154,118,149,299,322,300
2509,665489,"Guerrero Jr., Vladimir",2509,100,0.311,0.29,0.313,0.601,0.419,0.417,0.307,188,604,95.1,9.4,2220,89.4,89.44,330,1187,1322,0,6.31,108,153,122,148,307,329,295
2508,666969,"Garcia, Adolis",2508,100,0.243,0.212,0.306,0.454,0.314,0.299,0.22,141,581,90.8,14.6,2198,88.8,88.73,464,1358,1150,-0.1,6.26,107,152,120,146,306,329,296
2505,593428,"Bogaerts, Xander",2505,100,0.295,0.198,0.333,0.493,0.368,0.359,0.28,156,529,89.6,12.5,2228,88.4,88.46,252,1145,1360,0.1,6.31,107,151,120,146,295,324,296
2502,646240,"Devers, Rafael",2502,100,0.279,0.259,0.307,0.538,0.373,0.394,0.291,165,591,92.7,12.9,2220,89.5,89.52,371,1341,1161,0,6.31,115,156,124,150,289,325,306
2493,668804,"Reynolds, Bryan",2493,100,0.302,0.22,0.345,0.522,0.385,0.386,0.294,169,559,89.2,13.3,2182,88,87.99,291,1219,1274,0,6.27,113,153,119,149,297,320,295
2489,514888,"Altuve, Jose",2489,100,0.278,0.211,0.28,0.489,0.357,0.332,0.262,167,601,86.6,15,2198,88.6,88.41,187,1179,1310,-0.2,6.33,106,153,110,146,297,325,291
2489,593871,"Polanco, Jorge",2489,100,0.269,0.235,0.282,0.503,0.349,0.348,0.267,158,588,88.3,18.6,2197,88.7,88.54,243,1233,1256,-0.2,6.27,110,153,113,148,296,322,296
2487,607208,"Turner, Trea",2487,100,0.328,0.208,0.362,0.536,0.386,0.364,0.304,195,595,89.6,11.4,2259,88.9,88.94,281,1223,1264,0,6.34,106,151,114,146,304,322,293
2479,668227,"Arozarena, Randy",2479,100,0.274,0.185,0.363,0.459,0.35,0.304,0.222,145,529,89.7,7.8,2221,88,87.99,355,1096,1382,0,6.44,105,152,117,148,302,327,293
2468,641820,"Mancini, Trey",2468,100,0.255,0.176,0.308,0.432,0.326,0.341,0.266,142,556,88.9,9.6,2224,88.5,88.55,343,1160,1308,0,6.42,108,152,121,148,306,327,291
2465,457759,"Turner, Justin",2465,100,0.278,0.193,0.292,0.471,0.358,0.359,0.27,148,533,90.9,19.2,2269,89.2,88.72,194,1096,1369,-0.5,6.26,107,151,121,146,304,324,297
2457,514917,"Hernandez, Cesar",2457,100,0.232,0.154,0.266,0.386,0.302,0.311,0.243,132,570,86.4,9.7,2163,89,89,255,1158,1299,0,6.25,110,150,104,149,290,319,295
2443,571448,"Arenado, Nolan",2443,100,0.255,0.239,0.249,0.494,0.336,0.311,0.248,151,593,89,20,2299,89.2,89.29,211,1143,1300,0.1,6.33,106,152,121,147,307,326,300
2435,630105,"Cronenworth, Jake",2435,100,0.266,0.194,0.283,0.46,0.341,0.344,0.276,151,567,88.1,12,2206,89.9,89.8,144,1051,1383,-0.1,6.28,115,150,114,151,288,321,305
2434,571970,"Muncy, Max",2434,100,0.249,0.278,0.257,0.527,0.379,0.407,0.271,124,497,91.2,15.2,2242,88.4,87.96,214,915,1519,-0.4,6.25,116,162,135,150,300,325,306
2426,519317,"Stanton, Giancarlo",2426,100,0.273,0.243,0.324,0.516,0.37,0.363,0.262,139,510,95.1,10.3,2232,89.2,89.27,350,1072,1354,0.1,6.37,108,154,123,148,308,332,294
2413,624585,"Soler, Jorge",2413,100,0.223,0.209,0.25,0.432,0.323,0.359,0.25,115,516,91.2,15.7,2271,88.5,88.5,316,1081,1332,0,6.29,107,152,122,146,307,330,303
2410,502110,"Martinez, JD",2410,100,0.286,0.232,0.34,0.518,0.364,0.374,0.288,163,570,92.1,16.9,2247,88.7,88.73,382,1307,1103,0,6.3,107,152,122,146,297,326,300
2404,500871,"Escobar, Eduardo",2404,100,0.253,0.219,0.279,0.472,0.334,0.328,0.249,139,549,86.9,20.6,2217,88.9,88.71,284,1189,1215,-0.2,6.29,113,156,122,149,298,322,300
2402,596115,"Story, Trevor",2402,100,0.251,0.221,0.293,0.471,0.341,0.335,0.245,132,526,90.6,17.4,2276,88.9,89.11,335,1221,1181,0.2,6.27,106,152,119,146,310,333,301
2401,547180,"Harper, Bryce",2401,100,0.309,0.305,0.359,0.615,0.431,0.43,0.301,151,488,91.1,12.9,2212,89,88.87,364,1140,1261,-0.1,6.27,116,159,132,149,297,328,301
2397,670541,"Alvarez, Yordan",2397,100,0.277,0.253,0.32,0.531,0.369,0.389,0.279,149,537,93,14,2185,88.1,88,234,1032,1365,-0.1,6.31,116,164,133,154,294,331,304
2396,643396,"Kiner-Falefa, Isiah",2396,100,0.271,0.087,0.304,0.357,0.293,0.292,0.267,172,635,85.4,5.2,2227,88.5,88.45,162,1115,1281,0,6.26,110,152,116,149,304,321,286
2394,664034,"France, Ty",2394,100,0.291,0.154,0.327,0.445,0.353,0.346,0.27,166,571,88.5,11,2218,88.6,88.52,230,1204,1190,-0.1,6.25,109,153,121,147,300,322,290
2392,521692,"Perez, Salvador",2392,100,0.273,0.271,0.298,0.544,0.359,0.374,0.276,169,620,93,15.9,2239,88.5,88.52,474,1408,984,0,6.26,106,152,122,146,306,329,302
2391,553993,"Suarez, Eugenio",2391,100,0.198,0.23,0.224,0.428,0.306,0.326,0.215,100,505,89.1,18.3,2234,88.4,88.48,302,1022,1369,0.1,6.34,106,151,120,144,301,326,297
2388,641857,"McMahon, Ryan",2388,100,0.254,0.195,0.306,0.449,0.334,0.325,0.244,134,528,90.2,14.2,2233,88.7,88.93,340,1165,1223,0.2,6.27,114,156,125,149,299,332,310
2384,621035,"Taylor, Chris",2384,100,0.254,0.183,0.337,0.438,0.338,0.329,0.237,129,507,87.4,16.5,2228,89.1,88.64,355,1087,1297,-0.5,6.26,107,152,115,146,304,323,295
2374,502054,"Pham, Tommy",2374,100,0.229,0.154,0.28,0.383,0.318,0.35,0.253,109,475,90.8,7.6,2250,89.1,89.01,214,907,1467,-0.1,6.27,109,152,117,147,304,324,293
2366,640457,"Meadows, Austin",2366,100,0.234,0.224,0.249,0.458,0.327,0.326,0.24,121,518,89.3,21.7,2201,89.1,88.99,269,1104,1261,-0.1,6.44,114,160,128,150,294,327,301
2352,624428,"Frazier, Adam",2352,100,0.305,0.106,0.339,0.411,0.341,0.324,0.288,176,577,85,12,2229,88.9,88.77,139,1120,1232,-0.1,6.24,116,151,108,150,284,314,295
2346,657077,"Verdugo, Alex",2346,100,0.289,0.138,0.327,0.426,0.334,0.342,0.285,157,544,89.9,7.7,2190,89,88.93,186,1049,1297,-0.1,6.25,114,154,121,150,284,320,305
2339,664040,"Lowe, Brandon",2339,100,0.247,0.277,0.28,0.523,0.363,0.36,0.249,132,535,89,16.5,2206,88.5,88.41,402,1227,1112,-0.1,6.43,116,160,121,151,292,326,302
2316,668942,"Rojas, Josh",2316,100,0.264,0.147,0.345,0.411,0.327,0.299,0.237,128,484,87.9,8.1,2237,89.2,89.11,230,978,1338,-0.1,6.31,118,153,114,151,294,322,304
2308,457705,"McCutchen, Andrew",2308,100,0.222,0.222,0.242,0.444,0.335,0.344,0.24,107,482,88.8,14.6,2251,88.8,88.8,249,963,1345,0,6.3,107,152,118,146,301,323,291
2298,624413,"Alonso, Pete",2298,100,0.262,0.257,0.274,0.519,0.363,0.377,0.271,147,561,91,14.7,2211,89.3,89.36,282,1133,1165,0.1,6.34,105,152,121,146,306,329,299
2295,663624,"Mountcastle, Ryan",2295,100,0.255,0.232,0.297,0.487,0.335,0.326,0.245,136,534,89.1,16.3,2249,88.6,88.71,400,1265,1030,0.1,6.41,109,152,121,148,302,325,289
2292,493329,"Gurriel, Yuli",2292,100,0.319,0.143,0.336,0.462,0.363,0.326,0.271,169,530,89.8,13.4,2211,89,88.97,136,981,1311,0,6.34,108,152,122,148,301,327,292
2290,606192,"Hernandez, Teoscar",2290,100,0.296,0.227,0.352,0.524,0.369,0.37,0.284,163,550,91.8,13.1,2258,88.8,88.77,378,1187,1103,0,6.28,107,153,120,147,303,327,294
2278,649966,"Urias, Luis",2278,100,0.249,0.196,0.28,0.445,0.34,0.333,0.241,122,490,87.8,13.9,2237,89.1,88.66,241,1055,1223,-0.4,6.28,107,152,114,146,301,320,289
2265,571771,"Hernandez, Enrique",2265,100,0.25,0.199,0.278,0.449,0.338,0.346,0.253,127,508,90.8,17.9,2214,88.8,88.84,238,1011,1254,0,6.3,107,152,117,145,292,322,295
2256,665120,"Walsh, Jared",2256,100,0.277,0.232,0.335,0.509,0.357,0.326,0.256,147,530,89.6,7.7,2239,88.5,88.07,289,1112,1144,-0.4,6.27,116,163,126,152,298,325,304
2250,664023,"Happ, Ian",2250,100,0.226,0.209,0.281,0.434,0.328,0.317,0.22,105,465,88.9,9.5,2241,89.5,89.58,319,987,1263,0.1,6.37,114,154,121,149,295,323,298
2238,592518,"Machado, Manny",2238,100,0.278,0.211,0.29,0.489,0.35,0.376,0.291,157,564,93,13.9,2256,89.6,89.51,247,1075,1163,-0.1,6.27,108,152,121,147,304,328,297
2232,458015,"Votto, Joey",2232,100,0.266,0.297,0.287,0.563,0.391,0.406,0.274,119,448,92.9,18.2,2187,88.5,88.64,288,980,1252,0.1,6.3,114,162,135,150,295,325,303
2232,592178,"Bryant, Kris",2232,100,0.265,0.216,0.313,0.481,0.356,0.346,0.26,136,513,88.2,15.1,2273,88.7,88.79,305,1088,1144,0.1,6.36,106,152,121,146,301,325,297
2232,605141,"Betts, Mookie",2232,100,0.264,0.223,0.276,0.487,0.365,0.357,0.263,123,466,90.3,18.9,2282,89.2,88.19,151,901,1331,-1,6.2,109,153,120,145,303,324,300
2230,519203,"Rizzo, Anthony",2230,100,0.248,0.192,0.258,0.44,0.339,0.347,0.261,123,496,89.9,14.8,2219,89.3,89.43,216,1038,1192,0.1,6.36,115,163,125,150,293,325,300
2221,642715,"Adames, Willy",2221,100,0.262,0.219,0.331,0.481,0.349,0.325,0.236,130,497,89.5,16.8,2228,88.7,88.41,354,1085,1136,-0.3,6.34,107,152,117,146,304,323,293
2218,664058,"Fletcher, David",2218,100,0.262,0.062,0.287,0.324,0.273,0.28,0.272,164,626,81.5,7.5,2243,89.2,88.92,98,1031,1187,-0.3,6.32,108,151,107,147,297,310,276
2200,543333,"Hosmer, Eric",2200,100,0.269,0.126,0.313,0.395,0.319,0.326,0.268,137,509,90.3,3,2255,89,88.93,243,1063,1137,-0.1,6.26,117,156,121,152,296,325,306
2198,443558,"Cruz, Nelson",2198,100,0.265,0.232,0.286,0.497,0.346,0.363,0.264,136,513,92.9,11.8,2233,88.8,88.55,344,1122,1076,-0.2,6.32,107,153,123,147,305,329,296
2195,593934,"Sano, Miguel",2195,100,0.223,0.243,0.291,0.466,0.332,0.322,0.216,105,470,93.4,17.6,2244,88.6,88.66,374,980,1215,0.1,6.29,107,153,123,145,302,327,297
2191,592669,"Renfroe, Hunter",2191,100,0.259,0.242,0.284,0.501,0.344,0.354,0.26,135,521,90.1,15.6,2258,88.5,88.35,274,1056,1135,-0.1,6.33,107,152,121,145,293,325,300
2191,543068,"Cron, C.J.",2191,100,0.281,0.249,0.316,0.53,0.383,0.364,0.261,132,470,88.8,15.8,2251,88.8,89,283,1031,1160,0.2,6.25,107,152,120,147,310,333,302
2182,605137,"Bell, Josh",2182,100,0.261,0.215,0.276,0.476,0.352,0.367,0.277,130,498,92.5,4.9,2180,89,89.03,246,1019,1163,0,6.33,110,156,125,150,303,326,302
2182,516416,"Segura, Jean",2182,100,0.29,0.146,0.317,0.436,0.338,0.319,0.266,149,514,86.8,5.9,2231,89,88.99,182,1062,1120,0,6.32,108,152,111,149,301,318,283
2180,663656,"Tucker, Kyle",2180,100,0.294,0.263,0.304,0.557,0.383,0.396,0.303,149,506,91.2,17.4,2181,88.1,87.97,233,1145,1035,-0.1,6.29,117,161,126,153,293,328,302
2168,663757,"Grisham, Trent",2168,100,0.242,0.171,0.292,0.413,0.32,0.309,0.241,112,462,87.5,11.6,2236,90.2,90.13,191,879,1289,-0.1,6.26,115,151,112,150,292,322,300
2158,594807,"Duvall, Adam",2158,100,0.228,0.263,0.26,0.491,0.324,0.33,0.227,117,513,89.8,23.6,2248,88.9,88.91,316,1080,1078,0,6.36,107,152,120,145,305,325,296
2156,642708,"Rosario, Amed",2156,100,0.282,0.127,0.34,0.409,0.315,0.3,0.267,155,550,88.8,5.5,2230,88.3,87.97,262,1055,1101,-0.3,6.27,105,151,113,147,299,318,286
2144,453568,"Blackmon, Charlie",2144,100,0.27,0.14,0.305,0.411,0.333,0.359,0.291,139,514,87.6,10.2,2216,89.3,89.43,205,1014,1130,0.1,6.24,114,158,124,149,299,331,308
2143,592206,"Castellanos, Nick",2143,100,0.309,0.267,0.34,0.576,0.391,0.374,0.293,164,531,89.8,14,2233,88,88.18,361,1178,965,0.2,6.32,105,151,120,144,303,326,296
2141,665487,"Tatis Jr., Fernando",2141,100,0.282,0.328,0.324,0.611,0.403,0.407,0.279,135,478,93.7,13.6,2263,89.4,89.16,383,1102,1039,-0.2,6.29,108,152,118,147,305,328,300
2136,543063,"Crawford, Brandon",2136,100,0.298,0.224,0.334,0.522,0.377,0.356,0.259,144,483,88.6,14.6,2227,88.6,88.64,323,1104,1032,0,6.28,115,156,120,151,297,325,306
2126,670032,"Lopez, Nicky",2126,100,0.3,0.078,0.347,0.378,0.329,0.283,0.239,149,497,84.3,0.7,2225,89.3,89.26,148,958,1168,0,6.25,108,146,99,148,283,313,301
2125,518626,"Donaldson, Josh",2125,100,0.247,0.228,0.268,0.475,0.353,0.388,0.269,113,457,94.1,14.6,2258,89.1,88.81,265,960,1165,-0.3,6.3,106,153,122,146,303,325,295
2113,572191,"Taylor, Michael",2113,100,0.244,0.112,0.319,0.356,0.286,0.3,0.246,118,483,88.5,12,2258,89,88.98,339,1097,1016,0,6.22,105,151,109,147,305,325,295
2103,573262,"Yastrzemski, Mike",2103,100,0.224,0.233,0.254,0.457,0.326,0.318,0.221,105,468,88.7,19.2,2277,88.7,88.72,234,965,1138,0,6.29,116,155,119,151,294,323,305
2096,458731,"Gardner, Brett",2096,100,0.222,0.14,0.269,0.362,0.305,0.296,0.219,86,387,85.7,11.3,2221,89.8,89.74,144,786,1310,-0.1,6.36,111,150,107,150,286,321,298
2096,596019,"Lindor, Francisco",2096,100,0.23,0.181,0.248,0.412,0.317,0.345,0.254,104,452,89.1,13,2224,88.8,88.68,230,993,1102,-0.1,6.33,111,150,112,147,296,324,300
2096,592663,"Realmuto, JT",2096,100,0.263,0.176,0.325,0.439,0.336,0.329,0.253,125,476,89.6,11.5,2240,88.8,88.83,280,1038,1058,0,6.29,107,152,119,147,303,325,292
2080,669257,"Smith, Will",2080,100,0.258,0.237,0.274,0.495,0.364,0.364,0.25,107,414,90.1,19.3,2269,88.3,87.58,185,871,1209,-0.7,6.27,107,152,120,146,304,324,296
2078,650402,"Torres, Gleyber",2078,100,0.259,0.107,0.314,0.366,0.307,0.331,0.265,119,459,86.8,14.1,2242,88.9,88.81,255,970,1108,-0.1,6.37,107,153,120,146,303,325,286
